,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link
918,Punjabi Nawabi,3.4,"North Indian, Biryani, Mughlai, Chinese, Kebab",18.7K,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/punjabi-nawabi-rajajinagar-bangalore/order
919,Imperial Restaurant,4.1,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Beverages","7,955","Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/imperial-restaurant-jayanagar-bangalore/order
920,Srinidhi Sagar,3.8,"South Indian, North Indian, Chinese, Street Food, Shake, Sichuan","5,126","Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/srinidhi-sagar-airport-road/order
921,Nadan Pothichoru,3.6,"Kerala, South Indian, Beverages","2,477","Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/nadan-pothichoru-varthur-main-road-whitefield-bangalore/order
922,Subway,3.8,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps","3,388","Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/subway-2-brigade-road/order
923,KFC,3.9,"Burger, Fast Food, Biryani, Desserts, Beverages",14.3K,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/kfc-kammanahalli/order
924,FreshMenu,3.8,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",30.4K,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/FreshMenuIndiranagar/order
925,Paradise Biryani,3.7,"Biryani, North Indian, Kebab",18.1K,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/paradise-biryani-whitefield-bangalore/order
926,Mani's Dum Biryani,4.0,"Biryani, Kebab","3,848","Electronic City, Bangalore",77.64825295827616,12.848759900000001,https://www.zomato.com/bangalore/manis-dum-biryani-electronic-city-bangalore/order
927,Hari Super Sandwich,3.6,"Sandwich, Street Food","1,824","Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/hari-super-sandwich-1-malleshwaram-bangalore/order
928,OOttupura,4.1,"Kerala, South Indian","2,923","BTM, Bangalore",77.60456543431182,12.911275849999999,https://www.zomato.com/bangalore/oottupura-btm-bangalore/order
929,Domino's Pizza,3.8,"Pizza, Fast Food, Desserts, Beverages",10.1K,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/dominos-pizza-kalyan-nagar/order
930,Dindigul Thalappakatti,4.1,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages","2,013","BTM, Bangalore",77.60456543431182,12.911275849999999,https://www.zomato.com/bangalore/dindigul-thalappakatti-btm-bangalore/order
931,Sardarji Londonwaley,3.9,"North Indian, Chinese",17.8K,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/sardarji-londonwaley-1-hsr-bangalore/order
932,EatFit,3.9,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages","3,385","Banashankari, Bangalore",77.59445195,12.965283249999999,https://www.zomato.com/bangalore/eatfit-banashankari-bangalore/order
933,Potful - Claypot Biryanis,4.2,"Biryani, Kebab, Mughlai, North Indian, Desserts, Beverages","8,582","JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/potful-claypot-biryanis-jp-nagar-bangalore/order
934,LunchBox - Meals and Thalis,4.0,North Indian,391,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-indiranagar-bangalore/order
935,Domino's Pizza,3.7,"Pizza, Fast Food, Desserts, Beverages",14.5K,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/dominos-pizza-brookefield/order
936,Biriyani Zone,4.0,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",18.3K,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/biriyani-zone-varthur-main-road-whitefield-bangalore/order
937,MOJO Pizza - 2X Toppings,4.4,"Pizza, Fast Food, Desserts, Beverages",228,"Shanti Nagar, Bangalore",77.5979099,12.9575547,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-shanti-nagar-bangalore/order
938,Thalassery Restaurant,3.4,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages","2,012","Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/thalassery-restaurant-whitefield-bangalore/order
939,Leon's Burgers & Wings,4.2,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages","9,926","Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/leons-burgers-wings-bellandur-bangalore/order
940,Andhra Ruchulu,4.1,"Andhra, North Indian, Chinese, Biryani, Ice Cream, Beverages","9,393","JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/andhra-ruchulu-1-jp-nagar/order
941,Imperio Restaurant,3.8,"North Indian, Arabian, Mughlai, Biryani, Chinese, Juices, Beverages",86.4K,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/imperio-restaurant-1-brookefield-bangalore/order
942,Thalassery Restaurant,3.5,"Kerala, South Indian, Seafood, North Indian, Chinese, Arabian, Beverages, Shake",236,"Richmond Town, Bangalore",77.6041603,12.9626925,https://www.zomato.com/bangalore/thalassery-restaurant-richmond-town-bangalore/order
943,Bhojanam,3.6,"North Indian, Desserts, Chinese, Biryani, Beverages","1,906","Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/bhojanam-whitefield-bangalore/order
944,A2B - Adyar Ananda Bhavan,3.8,"South Indian, Street Food, Mithai",27.2K,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-varthur-main-road-whitefield-bangalore/order
945,KFC,3.9,"Burger, Fast Food, Biryani, Desserts, Beverages","7,442","Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/kfc-jayanagar/order
946,Call Me Chow,4.1,"Chinese, Japanese, Thai, Indonesian, Asian",730,"ITPL Main Road, Whitefield, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/call-me-chow-itpl-main-road-whitefield-bangalore/order
947,Chowman,3.9,"Chinese, Asian, Thai, Oriental, Seafood, Sichuan, Beverages, Desserts","5,173","Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/chowman-bommanahalli-bangalore/order
948,Madurai Idly Shop,4.0,South Indian,"3,683","Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/madurai-idly-shop-indiranagar/order
949,Chicking,3.7,"Fast Food, Burger, Pizza",614,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/chicking-1-rajajinagar-bangalore/order
950,Al-Bek,4.2,"Mughlai, Arabian, North Indian, Chinese, Seafood",33.9K,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/al-bek-malleshwaram/order
951,Five Star Chicken,3.7,"Burger, Fast Food, Rolls",45,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/five-star-chicken-8-bellandur-bangalore/order
952,The Belgian Waffle Co.,4.3,"Waffle, Pancake, Desserts, Beverages, Ice Cream",103,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/the-belgian-waffle-co-bellandur-bangalore/order
953,Punjabi Nawabi,3.6,"North Indian, Biryani, Mughlai, Chinese, Kebab",17.3K,"Thippasandra, Bangalore",77.6509982,12.973936,https://www.zomato.com/bangalore/punjabi-nawabi-thippasandra-bangalore/order
954,Amma's Pastries,4.3,Bakery,519,"Ulsoor, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/ammas-pastries-ulsoor/order
955,Hyderabadi Handi Biryani,3.5,"Andhra, Biryani, Chinese, North Indian",14.4K,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/hyderabadi-handi-biryani-marathahalli-bangalore/order
956,Empire Restaurant,3.9,"North Indian, Biryani, Kebab, Chinese, Beverages","4,841","Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/empire-restaurant-sarjapur-road-bangalore/order
957,Burger King,3.9,"Burger, Fast Food, Beverages, Desserts",10K,"Commercial Street, Bangalore",77.6082954,12.9822323,https://www.zomato.com/bangalore/burger-king-commercial-street/order
958,KFC,4.0,"Burger, Fast Food, Biryani, Desserts, Beverages","4,205","Banashankari, Bangalore",77.59445195,12.965283249999999,https://www.zomato.com/bangalore/kfc-2-banashankari-bangalore/order
959,Dindigul Thalappakatti,3.9,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages","3,947","Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/dindigul-thalappakatti-whitefield-bangalore/order
960,Goli Vada Pav No.1,3.6,"Street Food, Burger, Fast Food, Ice Cream",443,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/goli-vada-pav-no-1-3-jp-nagar-bangalore/order
961,Dindigul Thalappakatti,3.9,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages","6,261","Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/dindigul-thalappakatti-indiranagar-bangalore/order
962,Truffles,4.4,"Burger, American, Bakery, Italian, Oriental, Continental, Beverages, Desserts",317,"St. Marks Road, Bangalore",,,https://www.zomato.com/bangalore/truffles-2-st-marks-road/order
963,WOW! Momo,4.3,"Momos, Fast Food, Tibetan",457,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/wow-momo-bannerghatta-road-bangalore/order
964,Paradise Biryani,3.8,"Biryani, North Indian, Kebab",21.5K,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/paradise-biryani-1-jp-nagar-bangalore/order
965,Taco Bell,4.0,"Mexican, Fast Food, Wraps, Beverages","2,114","Mantri Square, Malleshwaram, Bangalore",,,https://www.zomato.com/bangalore/taco-bell-malleshwaram-bangalore/order
966,Call Me Chow,4.1,"Chinese, Japanese, Thai, Indonesian, Asian","6,537","Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/call-me-chow-sarjapur-road-bangalore/order
967,Amma's Pastries,3.7,Bakery,38,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/ammas-pastries-1-jayanagar-bangalore/order
968,Kwalitywall's Frozen Dessert And Ice Cream Shop,4.6,"Ice Cream, Desserts",342,"Wilson Garden, Bangalore",77.5968273,12.9489339,https://www.zomato.com/bangalore/kwalitywalls-frozen-dessert-and-ice-cream-shop-wilson-garden-bangalore/order
969,Falahaar & Kota Kachori,3.9,"North Indian, Rajasthani, Fast Food, Mithai, Beverages, Desserts",79.9K,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/falahaar-kota-kachori-koramangala-7th-block-bangalore/order
970,Corner House Ice Creams,4.3,"Ice Cream, Desserts, Shake",157,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/corner-house-ice-creams-1-jayanagar-bangalore/order
971,Awadhi Delights,3.9,"Biryani, Mughlai, North Indian","1,756","Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/awadhi-delights-1-brookefield-bangalore/order
972,Andhra Biryanis,4.0,"Biryani, Andhra, North Indian, Chinese, Mughlai",11.5K,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/andhra-biryanis-whitefield/order
973,Wendy's,3.9,"Burger, Fast Food, American","1,039","Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/wendys-malleshwaram-bangalore/order
974,Glens Bakehouse,3.9,"Desserts, Mediterranean, Healthy Food, Pizza, Sandwich, Beverages",517,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/glens-bakehouse-hsr-bangalore/order
975,Mani's Dum Biryani,4.1,"Biryani, Kebab",10.8K,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/manis/order
976,Al-Bek,3.9,"Mughlai, Arabian, North Indian, Chinese, Sichuan","4,975","Banashankari, Bangalore",77.59445195,12.965283249999999,https://www.zomato.com/bangalore/al-bek-banashankari-bangalore/order
977,Domino's Pizza,3.9,"Pizza, Fast Food, Desserts, Beverages",17.2K,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/dominos-pizza-marathahalli/order
978,Calicut Cafe Restaurant,3.4,"Kerala, South Indian, Biryani, Chinese, Juices, Beverages, Shake, Sichuan",11.2K,"BTM, Bangalore",77.60456543431182,12.911275849999999,https://www.zomato.com/bangalore/calicut-cafe-restaurant-btm-bangalore/order
979,Kanti Sweets,4.5,"Mithai, Street Food",923,"Jalahalli, Bangalore",77.5483803,13.0464531,https://www.zomato.com/bangalore/kanti-sweets-2-jalahalli-bangalore/order
980,Domino's Pizza,4.0,"Pizza, Fast Food, Desserts, Beverages",15.5K,"Electronic City, Bangalore",77.64825295827616,12.848759900000001,https://www.zomato.com/bangalore/dominos-pizza-3-electronic-city/order
981,Imperio Restaurant,3.6,"North Indian, Biryani, Arabian, Chinese, Kebab, Beverages, Juices, Sichuan","3,337","Electronic City, Bangalore",77.64825295827616,12.848759900000001,https://www.zomato.com/bangalore/imperio-restaurant-1-electronic-city-bangalore/order
982,Al-Bek,4.0,"Mughlai, Arabian, North Indian, Chinese, Sichuan","2,632","New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/al-bek-new-bel-road-bangalore/order
983,Nizam's Biryani House,3.7,"Biryani, North Indian, Chinese, Andhra, Beverages, Shake",19.5K,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/nizams-biryani-house-marathahalli/order
984,Anand Sweets And Savouries,4.4,"Mithai, Street Food, Beverages, Desserts","2,252","Banashankari, Bangalore",77.59445195,12.965283249999999,https://www.zomato.com/bangalore/anand-sweets-and-savouries-banashankari-bangalore/order
985,Faasos - Wraps & Rolls,4.1,"Rolls, Wraps, Fast Food",10.2K,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/faasos-wraps-rolls-hsr-bangalore/order
986,Biryani Blues,4.0,"Biryani, Kebab, Hyderabadi",205,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/biryani-blues-indiranagar-bangalore/order
987,Smoor,4.2,"Bakery, Desserts",157,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/smoor-sarjapur-road-bangalore/order
988,Sitara Veg,4.1,"South Indian, North Indian, Chinese, Fast Food, Shake, Juices, Beverages",31.4K,"Electronic City, Bangalore",77.64825295827616,12.848759900000001,https://www.zomato.com/bangalore/sitara-veg-electronic-city-bangalore/order
989,Baskin Robbins,4.2,"Ice Cream, Desserts",467,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/baskin-robbins-2-sarjapur-road-bangalore/order
990,Dindigul Thalappakatti,3.9,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages","2,185","Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/dindigul-thalappakatti-sarjapur-road-bangalore/order
991,Krishna Kuteera,4.0,"South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages, Desserts, Shake",27.5K,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/krishna-kuteera-2-bannerghatta-road-bangalore/order
992,Potful - Claypot Biryanis,4.2,"Biryani, Kebab, Mughlai, North Indian, Desserts, Beverages","2,144","Thippasandra, Bangalore",77.6509982,12.973936,https://www.zomato.com/bangalore/potful-claypot-biryanis-thippasandra-bangalore/order
993,Upahara Darshini,4.1,"South Indian, North Indian, Fast Food, Street Food, Ice Cream, Beverages, Chinese","8,726","Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/upahara-darshini-jayanagar/order
994,Anand Sweets and Savouries,4.0,"Mithai, Street Food, Beverages, Desserts","7,527","Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/anand-sweets-and-savouries-bannerghatta-road/order
995,Ovenstory Pizza,4.2,"Pizza, Fast Food","3,310","Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/ovenstory-pizza-koramangala-1st-block-bangalore/order
996,M.M.A Kabab and Rolls,3.6,"North Indian, Mughlai, Chinese, Kebab, Rolls, Seafood, Arabian, Biryani",46.2K,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/m-m-a-kabab-and-rolls-marathahalli-bangalore/order
997,Onesta,3.6,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",14.4K,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/onesta-hsr/order
998,Imperio Juice & Cafe,3.9,"Beverages, Juices, Ice Cream, Shake","1,756","Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/imperio-juice-cafe-brookefield-bangalore/order
999,Corner House Ice Creams,4.5,"Ice Cream, Desserts, Shake","5,949","Residency Road, Bangalore",77.6206061,13.0529476,https://www.zomato.com/bangalore/corner-house-ice-creams-residency-road-bangalore/order
1000,Sri Udupi Food Hub,3.7,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages","3,234","Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/sri-udupi-food-hub-whitefield-bangalore/order
1001,MOJO Pizza - 2X Toppings,4.3,"Pizza, Fast Food, Desserts, Beverages","6,326","Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-jayanagar-bangalore/order
1002,EatFit,3.9,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",449,"Kadubeesanahalli, Bangalore",77.6972484,12.942199,https://www.zomato.com/bangalore/eatfit-kadubeesanahalli-bangalore/order
1003,Babai Tiffins,4.1,South Indian,"6,523","HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/babai-tiffins-1-hsr-bangalore/order
1004,Lassi Shop,3.9,"Beverages, Fast Food, Burger, Shake, Juices, Ice Cream, Desserts",186,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/lassi-shop-1-jayanagar-bangalore/order
1005,Chinese Wok,3.6,"Chinese, Momos, Sichuan",400,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/chinese-wok-marathahalli-bangalore/order
1006,FB Cakes,3.9,"Bakery, Desserts",509,"BTM, Bangalore",77.60456543431182,12.911275849999999,https://www.zomato.com/bangalore/fb-cakes-btm-bangalore/order
1007,Village Restaurant,3.8,"Arabian, North Indian, Chinese, South Indian, Biryani, Mughlai, Beverages","8,742","Electronic City, Bangalore",77.64825295827616,12.848759900000001,https://www.zomato.com/bangalore/village-restaurant-electronic-city-bangalore/order
